Key,Source,File,Field,ScreenName,ScreenWidth,ScreenHeight,OldTextureResolution,NewTextureResolution
Cockpit/KOLT_console_booth_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen5,"2","3",256,768
Cockpit/KOLT_console_booth_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen6,"2","3",256,768
ButtonPanel/KOLT_console_cubby,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"3","1",256,1536
ButtonPanel/KOLT_console_cubby,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
ButtonPanel/KOLT_console_cubby,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
ButtonPanel/KOLT_console_cubby,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"2","1",256,1024
ButtonPanel/KOLT_console_cubby,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen4,"2","1",256,1024
ButtonPanel/KOLT_console_cubby,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen1,"3","2",512,768
ButtonPanel/KOLT_console_cubby,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen2,"2","1",256,1024
ButtonPanel/KOLT_console_cubby,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen3,"1","2",256,1024
ButtonPanel/KOLT_console_cubby,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen4,"1","2",256,1024
ButtonPanel/KOLT_console_cubby,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen5,"3","2",128,768
ButtonPanel/KOLT_console_cubby,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen6,"3","2",128,768
Cockpit/KOLT_console_cubby_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"3","1",256,1536
Cockpit/KOLT_console_cubby_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
Cockpit/KOLT_console_cubby_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
Cockpit/KOLT_console_cubby_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"2","1",256,1024
Cockpit/KOLT_console_cubby_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen4,"2","1",256,1024
Cockpit/KOLT_console_cubby_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen1,"3","2",512,768
Cockpit/KOLT_console_cubby_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen2,"2","1",256,1024
Cockpit/KOLT_console_cubby_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen3,"1","2",256,1024
Cockpit/KOLT_console_cubby_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen4,"1","2",256,1024
Cockpit/KOLT_console_cubby_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen5,"3","2",128,768
Cockpit/KOLT_console_cubby_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen6,"3","2",128,768
Cockpit/KOLT_console_cubby_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"3","1",256,1536
Cockpit/KOLT_console_cubby_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
Cockpit/KOLT_console_cubby_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
Cockpit/KOLT_console_cubby_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"2","1",256,1024
Cockpit/KOLT_console_cubby_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen4,"2","1",256,1024
Cockpit/KOLT_console_cubby_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen1,"3","2",512,768
Cockpit/KOLT_console_cubby_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen2,"2","1",256,1024
Cockpit/KOLT_console_cubby_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen3,"1","2",256,1024
Cockpit/KOLT_console_cubby_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen4,"1","2",256,1024
Cockpit/KOLT_console_cubby_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen5,"3","2",128,768
Cockpit/KOLT_console_cubby_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen6,"3","2",128,768
ButtonPanel/KOLT_console_flat,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"5","1",256,2560
ButtonPanel/KOLT_console_flat,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","1",128,1024
ButtonPanel/KOLT_console_flat,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"3","1",256,1536
ButtonPanel/KOLT_console_flat,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"3","1",256,1536
ButtonPanel/KOLT_console_flat,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen4,"2","1",128,1024
Cockpit/KOLT_console_flat_monitor,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"5","1",256,2560
Cockpit/KOLT_console_flat_monitor,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","1",128,1024
Cockpit/KOLT_console_flat_monitor,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"3","1",256,1536
Cockpit/KOLT_console_flat_monitor,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"3","1",256,1536
Cockpit/KOLT_console_flat_monitor,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen4,"2","1",128,1024
Cockpit/KOLT_console_flat_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"5","1",256,2560
Cockpit/KOLT_console_flat_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","1",128,1024
Cockpit/KOLT_console_flat_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"3","1",256,1536
Cockpit/KOLT_console_flat_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"3","1",256,1536
Cockpit/KOLT_console_flat_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen4,"2","1",128,1024
Cockpit/KOLT_console_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"5","1",512,2560
Cockpit/KOLT_console_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"5","1",256,2560
Cockpit/KOLT_console_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"5","1",256,2560
Cockpit/KOLT_console_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"5","4",256,640
Cockpit/KOLT_console_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen4,"5","4",256,640
Cockpit/KOLT_console_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen1,"4","3",256,683
Cockpit/KOLT_console_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen2,"4","3",256,683
Cockpit/KOLT_console_cp_monitor,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"5","1",512,2560
Cockpit/KOLT_console_cp_monitor,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"5","1",256,2560
Cockpit/KOLT_console_cp_monitor,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"5","1",256,2560
Cockpit/KOLT_console_cp_monitor,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"5","4",256,640
Cockpit/KOLT_console_cp_monitor,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen4,"5","4",256,640
Cockpit/KOLT_console_cp_monitor,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen1,"4","3",256,683
Cockpit/KOLT_console_cp_monitor,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen2,"4","3",256,683
Cockpit/KOLT_console_cp_monitor,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen3,"3","2",256,768
Cockpit/KOLT_console_cp_monitor,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen4,"3","2",256,768
MyProgrammableBlock/KOLT_console_cp_hud,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,TransparentScreenArea,"2","1",512,1024
ButtonPanel/KOLT_console_curve_short,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"4","3",128,683
ButtonPanel/KOLT_console_curve_short,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"5","4",256,640
ButtonPanel/KOLT_console_curve_short,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"5","4",256,640
ButtonPanel/KOLT_console_curve_short,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"5","4",256,640
Cockpit/KOLT_console_curve_short_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"4","3",128,683
Cockpit/KOLT_console_curve_short_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"5","4",256,640
Cockpit/KOLT_console_curve_short_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"5","4",256,640
Cockpit/KOLT_console_curve_short_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"5","4",256,640
ButtonPanel/KOLT_console_curve_long,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"1","1",256,512
ButtonPanel/KOLT_console_curve_long,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"1","1",256,512
ButtonPanel/KOLT_console_curve_long,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"1","1",256,512
ButtonPanel/KOLT_console_curve_long,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"1","1",256,512
ButtonPanel/KOLT_console_curve_long,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen1,"3","1",256,1536
ButtonPanel/KOLT_console_curve_long,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen2,"3","1",256,1536
ButtonPanel/KOLT_console_curve_long,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen3,"2","1",128,1024
ButtonPanel/KOLT_console_curve_long,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen4,"2","1",128,1024
Cockpit/KOLT_console_curve_long_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"1","1",256,512
Cockpit/KOLT_console_curve_long_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"1","1",256,512
Cockpit/KOLT_console_curve_long_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"1","1",256,512
Cockpit/KOLT_console_curve_long_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"1","1",256,512
Cockpit/KOLT_console_curve_long_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen1,"3","1",256,1536
Cockpit/KOLT_console_curve_long_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen2,"3","1",256,1536
Cockpit/KOLT_console_curve_long_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen3,"2","1",128,1024
Cockpit/KOLT_console_curve_long_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen4,"2","1",128,1024
Cockpit/KOLT_console_curve_long_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"1","1",256,512
Cockpit/KOLT_console_curve_long_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"1","1",256,512
Cockpit/KOLT_console_curve_long_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"1","1",256,512
Cockpit/KOLT_console_curve_long_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen3,"1","1",256,512
Cockpit/KOLT_console_curve_long_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen1,"3","1",256,1536
Cockpit/KOLT_console_curve_long_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen2,"3","1",256,1536
Cockpit/KOLT_console_curve_long_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen3,"2","1",128,1024
Cockpit/KOLT_console_curve_long_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_monitor_screen4,"2","1",128,1024
ButtonPanel/KOLT_console_corner,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"4","3",512,683
ButtonPanel/KOLT_console_corner,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
ButtonPanel/KOLT_console_corner,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
Cockpit/KOLT_console_corner_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"4","3",512,683
Cockpit/KOLT_console_corner_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
Cockpit/KOLT_console_corner_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
Cockpit/KOLT_console_corner_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"4","3",512,683
Cockpit/KOLT_console_corner_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
Cockpit/KOLT_console_corner_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
ButtonPanel/KOLT_console_diagonal,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"5","2",512,1280
ButtonPanel/KOLT_console_diagonal,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
ButtonPanel/KOLT_console_diagonal,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
Cockpit/KOLT_console_diagonal_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"5","2",512,1280
Cockpit/KOLT_console_diagonal_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
Cockpit/KOLT_console_diagonal_chair,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen2,"2","1",256,1024
Cockpit/KOLT_console_diagonal_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen0,"5","2",512,1280
Cockpit/KOLT_console_diagonal_cp,KOLT Command Consoles Revamped [2936367770],C:\Program Files (x86)\Steam\steamapps\workshop\content\244850\2936367770\Data\CubeBlocks_KOLT.sbc,ScreenArea,console_main_screen1,"2","1",256,1024
